time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(meters),height_above_ground_at_drone_location(meters),ground_elevation_at_drone_location(meters),altitude_above_seaLevel(meters),height_sonar(meters),speed(m/s),distance(meters),mileage(meters),satellites,gpslevel,voltage(v),max_altitude(meters),max_ascent(meters),max_speed(m/s),max_distance(meters), xSpeed(m/s), ySpeed(m/s), zSpeed(m/s), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(c),altitude(meters),ascent(meters),flycStateRaw,flycState,message
14800,2026-01-27 15:27:29,60.1304594,24.5154966,18.568,18.568,16.1022892,34.6702892,0,0.0347131,0.0277621,0.644188,26,98,14.874,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.1, -2.3, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,23.18,38.01,0,61,,,,,,,14.104,18,34.6702892,18.568,6,P-GPS,
15000,2026-01-27 15:27:29,60.1304594,24.5154965,18.566,18.566,16.1022892,34.6682892,0,0.0398246,0.0248468,0.649726,26,98,14.977,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -2.6, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,23.18,49.46,0,61,,,,,,,13.314,18,34.6682892,18.566,6,P-GPS,
15200,2026-01-27 15:27:29,60.1304594,24.5154964,18.564,18.564,16.1022892,34.6662892,0,0.0408044,0.0229204,0.655265,26,99,14.977,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.3, -2.8, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,23.18,54.81,0,60,,,,,,,13.314,18,34.6662892,18.564,6,P-GPS,
15400,2026-01-27 15:27:29,60.1304594,24.5154963,18.56,18.56,16.1022892,34.6622892,0,0.0308058,0.0222412,0.660803,26,99,14.977,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -3.1, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,23.18,59.37,0,60,,,,,,,13.314,18,34.6622892,18.56,6,P-GPS,
15600,2026-01-27 15:27:30,60.1304593,24.5154962,18.557,18.557,16.1022892,34.6592892,0,0.0292746,0.0338184,0.673227,26,99,14.977,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.1, -3.5, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,23.18,59.36,0,60,,,,,,,13.314,18,34.6592892,18.557,6,P-GPS,
15800,2026-01-27 15:27:30,60.1304593,24.5154962,18.552,18.552,16.1022892,34.6542892,0,0.0317805,0.0338184,0.673227,26,99,14.977,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -3.7, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,23.18,59.36,0,60,,,,,,,13.314,18,34.6542892,18.552,6,P-GPS,
16000,2026-01-27 15:27:30,60.1304593,24.5154961,18.547,18.547,16.1022892,34.6492892,0,0.0262488,0.0351526,0.678765,26,99,14.9,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.3, -3.5, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,23.18,59.37,0,60,,,,,,,13.032,18,34.6492892,18.547,6,P-GPS,
16200,2026-01-27 15:27:30,60.1304593,24.5154962,18.544,18.544,16.1022892,34.6462892,0,0.0161555,0.0338184,0.684303,26,99,14.9,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.3, -3.3, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,23.18,60.71,0,60,,,,,,,13.032,18,34.6462892,18.544,6,P-GPS,
16400,2026-01-27 15:27:30,60.1304593,24.5154962,18.542,18.542,16.1022892,34.6442892,0,0.0151327,0.0338184,0.684303,26,99,14.9,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -3.2, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,23.18,62.74,0,60,,,,,,,13.032,18,34.6442892,18.542,6,P-GPS,
16600,2026-01-27 15:27:31,60.1304594,24.5154963,18.541,18.541,16.1022892,34.6432892,0,0.019,0.0222412,0.696727,26,99,14.9,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -3, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,23.18,64.79,0,60,,,,,,,13.032,18,34.6432892,18.541,6,P-GPS,
16800,2026-01-27 15:27:31,60.1304594,24.5154964,18.54,18.54,16.1022892,34.6422892,0,0.0181108,0.0229204,0.702265,26,99,14.9,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -2.8, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,23.18,66.84,0,60,,,,,,,13.032,18,34.6422892,18.54,6,P-GPS,
17000,2026-01-27 15:27:31,60.1304595,24.5154965,18.539,18.539,16.1022892,34.6412892,0,0.0200998,0.0156959,0.714688,26,99,14.983,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.3, -2.7, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,23.18,68.79,0,60,,,,,,,13.086,18.1,34.6412892,18.539,6,P-GPS,
17200,2026-01-27 15:27:31,60.1304596,24.5154965,18.539,18.539,16.1022892,34.6412892,0,0.0186815,0.0110767,0.725809,26,99,14.983,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -2.5, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,23.18,70.84,0,60,,,,,,,13.086,18.1,34.6412892,18.539,6,P-GPS,
17400,2026-01-27 15:27:31,60.1304596,24.5154965,18.539,18.539,16.1022892,34.6412892,0,0.0107703,0.0110767,0.725809,26,99,14.983,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -2.3, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,23.18,72.79,0,60,,,,,,,13.086,18.1,34.6412892,18.539,6,P-GPS,
17600,2026-01-27 15:27:32,60.1304596,24.5154965,18.54,18.54,16.1022892,34.6422892,0,0.0156525,0.0110767,0.725809,26,99,14.983,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -2.4, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,23.18,74.88,0,60,,,,,,,13.086,18.1,34.6422892,18.54,6,P-GPS,
17800,2026-01-27 15:27:32,60.1304596,24.5154964,18.539,18.539,16.1022892,34.6412892,0,0.017088,0.00553836,0.731347,26,99,14.983,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -2.5, -0.5,0,0,1024,1024,1024,1024,0,0,0,0,23.18,76.38,0,60,,,,,,,13.086,18.1,34.6412892,18.539,6,P-GPS,
18000,2026-01-27 15:27:32,60.1304597,24.5154963,18.54,18.54,16.1022892,34.6422892,0,0.0126491,0.0111206,0.743771,26,99,15.058,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -2.5, -0.5,0,0,1024,1024,1024,1024,0,0,0,0,23.18,77.59,0,60,,,,,,,13.304,18.2,34.6422892,18.54,6,P-GPS,
18200,2026-01-27 15:27:32,60.1304597,24.5154961,18.542,18.542,16.1022892,34.6442892,0,0.0150333,0.0156959,0.754848,26,99,15.058,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -2.6, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,23.18,78.22,0,60,,,,,,,13.304,18.2,34.6442892,18.542,6,P-GPS,
18400,2026-01-27 15:27:32,60.1304596,24.515496,18.543,18.543,16.1022892,34.6452892,0,0.0143178,0.0166151,0.767271,26,99,15.058,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -2.7, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,23.18,76.69,0,60,,,,,,,13.304,18.2,34.6452892,18.543,6,P-GPS,
18600,2026-01-27 15:27:33,60.1304596,24.5154959,18.545,18.545,16.1022892,34.6472892,0,0.01253,0.0221534,0.772809,26,99,15.058,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -2.8, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,23.18,74.9,0,60,,,,,,,13.304,18.2,34.6472892,18.545,6,P-GPS,
18800,2026-01-27 15:27:33,60.1304595,24.5154958,18.547,18.547,16.1022892,34.6492892,0,0.0111803,0.0298413,0.785233,26,99,15.058,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -3, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,23.18,71.4,0,60,,,,,,,13.304,18.2,34.6492892,18.547,6,P-GPS,
19000,2026-01-27 15:27:33,60.1304595,24.5154957,18.546,18.546,16.1022892,34.6482892,0,0.009,0.0350416,0.790771,26,99,14.948,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -3.1, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,23.18,68.41,0,60,,,,,,,13.356,18.2,34.6482892,18.546,6,P-GPS,
19200,2026-01-27 15:27:33,60.1304595,24.5154958,18.546,18.546,16.1022892,34.6482892,0,0.00538516,0.0298413,0.796309,26,99,14.948,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -3, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,23.18,68.41,0,60,,,,,,,13.356,18.2,34.6482892,18.546,6,P-GPS,
19400,2026-01-27 15:27:33,60.1304595,24.5154958,18.545,18.545,16.1022892,34.6472892,0,0.00509902,0.0298413,0.796309,26,99,14.948,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -2.9, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,23.18,68.41,0,60,,,,,,,13.356,18.2,34.6472892,18.545,6,P-GPS,
19600,2026-01-27 15:27:34,60.1304595,24.5154959,18.545,18.545,16.1022892,34.6472892,0,0.00565685,0.024788,0.801848,26,99,14.948,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -2.8, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,23.18,68.41,0,60,,,,,,,13.356,18.2,34.6472892,18.545,6,P-GPS,
19800,2026-01-27 15:27:34,60.1304595,24.515496,18.543,18.543,16.1022892,34.6452892,0,0.00860232,0.0199932,0.807386,26,99,14.948,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -2.7, -0.5,0,0,1024,1024,1024,1024,0,0,0,0,23.18,68.41,0,60,,,,,,,13.356,18.2,34.6452892,18.543,6,P-GPS,
20000,2026-01-27 15:27:34,60.1304595,24.5154961,18.543,18.543,16.1022892,34.6452892,0,0.0127279,0.0156959,0.812925,26,99,14.931,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -2.6, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,23.18,68.41,0,60,,,,,,,13.308,18.2,34.6452892,18.543,6,P-GPS,
20200,2026-01-27 15:27:34,60.1304596,24.5154962,18.542,18.542,16.1022892,34.6442892,0,0.0104403,0.00553836,0.825348,26,99,14.931,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -2.3, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,23.18,68.41,0,60,,,,,,,13.308,18.2,34.6442892,18.542,6,P-GPS,
20400,2026-01-27 15:27:34,60.1304596,24.5154962,18.541,18.541,16.1022892,34.6432892,0,0.007,0.00553836,0.825348,26,99,14.931,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -2.1, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,23.18,68.41,0,60,,,,,,,13.308,18.2,34.6432892,18.541,6,P-GPS,
20600,2026-01-27 15:27:35,60.1304597,24.5154962,18.54,18.54,16.1022892,34.6422892,0,0.00412311,0.0124234,0.836469,26,99,14.931,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -2.1, -0.5,0,0,1024,1024,1024,1024,0,0,0,0,23.18,68.41,0,60,,,,,,,13.308,18.2,34.6422892,18.54,6,P-GPS,
20800,2026-01-27 15:27:35,60.1304597,24.5154962,18.541,18.541,16.1022892,34.6432892,0,0.003,0.0124234,0.836469,26,99,14.931,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -2.1, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,23.18,68.41,0,60,,,,,,,13.308,18.2,34.6432892,18.541,6,P-GPS,
21000,2026-01-27 15:27:35,60.1304598,24.5154961,18.541,18.541,16.1022892,34.6432892,0,0.00707107,0.0248468,0.848892,26,99,15.074,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -2, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,23.18,68.41,0,60,,,,,,,13.626,18.2,34.6432892,18.541,6,P-GPS,
21200,2026-01-27 15:27:35,60.1304598,24.5154959,18.542,18.542,16.1022892,34.6442892,0,0.0152315,0.0313918,0.859969,26,99,15.074,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -2.1, 0,0,0,1024,1024,1024,1024,0,0,0,0,23.18,68.41,0,60,,,,,,,13.626,18.2,34.6442892,18.542,6,P-GPS,
21400,2026-01-27 15:27:35,60.1304598,24.5154958,18.542,18.542,16.1022892,34.6442892,0,0.0201246,0.0355177,0.865507,26,99,15.074,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.2, -2.3, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,23.18,68.41,0,60,,,,,,,13.626,18.2,34.6442892,18.542,6,P-GPS,
21600,2026-01-27 15:27:36,60.1304598,24.5154956,18.542,18.542,16.1022892,34.6442892,0,0.0158114,0.0446953,0.876584,26,99,15.074,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.3, -2.5, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,23.18,68.41,0,60,,,,,,,13.626,18.2,34.6442892,18.542,6,P-GPS,
21800,2026-01-27 15:27:36,60.1304597,24.5154956,18.543,18.543,16.1022892,34.6452892,0,0.0145602,0.040332,0.887704,26,99,15.074,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.3, -2.5, 0.5,0,0,1024,1024,1024,778,0,0,0,-37,23.18,68.41,0,60,,,,,,,13.626,18.2,34.6452892,18.543,6,P-GPS,
22000,2026-01-27 15:27:36,60.1304597,24.5154955,18.542,18.542,16.1022892,34.6442892,0,0.0189737,0.0456812,0.893243,26,99,14.865,34.6742892,18.572,0.0877268,0.0867144,0,0,0,23.3, -2.8, 0.4,0,0,1024,1024,1024,733,0,0,0,-44,23.16,68.41,0,60,,,,,,,13.516,18.2,34.6442892,18.542,6,P-GPS,
22200,2026-01-27 15:27:36,60.1304596,24.5154956,18.543,18.543,16.1022892,34.6452892,0,0.0219317,0.0387685,0.905666,26,99,14.865,34.6742892,18.572,0.0877268,0.0867144,0,0,0,22.4, -2.9, 0.1,0,0,1024,1024,1024,591,0,0,0,-66,22.26,68.41,0,60,,,,,,,13.516,18.2,34.6452892,18.543,6,P-GPS,
22400,2026-01-27 15:27:36,60.1304596,24.5154957,18.544,18.544,16.1022892,34.6462892,0,0.0286007,0.0332302,0.911205,26,99,14.865,34.6742892,18.572,0.0877268,0.0867144,0,0,0,20.5, -2.8, -0.2,0,0,1024,1024,1024,626,0,0,0,-60,20.43,68.41,0,60,,,,,,,13.516,18.2,34.6462892,18.544,6,P-GPS,
22600,2026-01-27 15:27:37,60.1304595,24.5154959,18.544,18.544,16.1022892,34.6462892,0,0.0286531,0.024788,0.926901,26,99,14.865,34.6742892,18.572,0.0877268,0.0867144,0,0,0,17.4, -2.8, -0.5,0,0,1024,1024,1024,579,0,0,0,-67,17.26,68.41,0,60,,,,,,,13.516,18.2,34.6462892,18.544,6,P-GPS,
22800,2026-01-27 15:27:37,60.1304595,24.515496,18.544,18.544,16.1022892,34.6462892,0,0.0247386,0.0199932,0.932439,26,99,14.865,34.6742892,18.572,0.0877268,0.0867144,0,0,0,14.1, -2.8, -0.7,0,0,1024,1024,1024,551,0,0,0,-72,13.88,68.41,0,60,,,,,,,13.516,18.2,34.6462892,18.544,6,P-GPS,
23000,2026-01-27 15:27:37,60.1304596,24.5154961,18.542,18.542,16.1022892,34.6442892,0,0.0133417,0.0110767,0.944862,26,99,14.74,34.6742892,18.572,0.0877268,0.0867144,0,0,0,10.4, -2.7, -0.7,0,0,1024,1024,1024,551,0,0,0,-72,10.09,68.41,0,60,,,,,,,13.57,18.2,34.6442892,18.542,6,P-GPS,
23200,2026-01-27 15:27:37,60.1304596,24.5154962,18.539,18.539,16.1022892,34.6412892,0,0.0156205,0.00553836,0.950401,26,99,14.74,34.6742892,18.572,0.0877268,0.0867144,0,0,0,6, -2.1, -0.3,0,0,1024,1024,1024,482,0,0,0,-82,5.47,68.41,0,60,,,,,,,13.57,18.2,34.6412892,18.539,6,P-GPS,
23400,2026-01-27 15:27:37,60.1304597,24.5154962,18.537,18.537,16.1022892,34.6392892,0,0.0203961,0.0124234,0.961521,26,99,14.74,34.6742892,18.572,0.0877268,0.0867144,0,0,0,1.2, -2, -0.3,0,0,1024,1024,1024,481,0,0,0,-82,0.32,68.41,0,60,,,,,,,13.57,18.2,34.6392892,18.537,6,P-GPS,
23600,2026-01-27 15:27:38,60.1304599,24.5154961,18.536,18.536,16.1022892,34.6382892,0,0.0223607,0.0351526,0.984442,26,99,14.74,34.6742892,18.572,0.0877268,0.0867144,0,0,0,355.4, -1.5, 0,0,0,1024,1024,1024,480,0,0,0,-82,354.23,68.41,0,60,,,,,,,13.57,18.2,34.6382892,18.536,6,P-GPS,
23800,2026-01-27 15:27:38,60.13046,24.515496,18.535,18.535,16.1022892,34.6372892,0,0.0196977,0.0474842,0.996865,26,99,14.74,34.6742892,18.572,0.0877268,0.0867144,0,0,0,348.9, -1, 0.2,0,0,1024,1024,1024,475,0,0,0,-83,347.46,68.41,0,60,,,,,,,13.57,18.2,34.6372892,18.535,6,P-GPS,
24000,2026-01-27 15:27:38,60.13046,24.5154958,18.534,18.534,16.1022892,34.6362892,0,0.0147648,0.0523977,1.00794,26,99,14.866,34.6742892,18.572,0.0877268,0.0867144,0,0,0,342.3, -0.8, 0.5,0,0,1024,1024,1024,516,0,0,0,-77,340.59,68.41,0,60,,,,,,,13.982,18.2,34.6362892,18.534,6,P-GPS,
24200,2026-01-27 15:27:38,60.13046,24.5154957,18.535,18.535,16.1022892,34.6372892,0,0.0196977,0.0555242,1.01348,27,99,14.866,34.6742892,18.572,0.0877268,0.0867144,0,0,0,335.6, -0.7, 0.6,0,0,1024,1024,1024,554,0,0,0,-71,333.69,68.41,0,60,,,,,,,13.982,18.2,34.6372892,18.535,6,P-GPS,
24400,2026-01-27 15:27:38,60.1304599,24.5154956,18.536,18.536,16.1022892,34.6382892,0,0.0311127,0.051147,1.0259,27,99,14.866,34.6742892,18.572,0.0877268,0.0867144,0,0,0,329.7, -0.8, 1.2,0,0,1024,1024,1024,547,0,0,0,-72,328.25,68.41,0,60,,,,,,,13.982,18.2,34.6382892,18.536,6,P-GPS,
24600,2026-01-27 15:27:39,60.1304599,24.5154954,18.537,18.537,16.1022892,34.6392892,0,0.0367967,0.0599797,1.03698,27,99,14.866,34.6742892,18.572,0.0877268,0.0867144,0,0,0,324.9, -0.9, 1.8,0,0,1024,1024,1024,542,0,0,0,-73,323.27,68.41,0,60,,,,,,,13.982,18.2,34.6392892,18.537,6,P-GPS,
24800,2026-01-27 15:27:39,60.1304598,24.5154954,18.539,18.539,16.1022892,34.6412892,0,0.0269258,0.0545822,1.0481,27,99,14.866,34.6742892,18.572,0.0877268,0.0867144,0,0,0,320.3, -0.7, 2.2,0,0,1024,1024,1024,523,0,0,0,-76,320.66,68.41,0,60,,,,,,,13.982,18.2,34.6412892,18.539,6,P-GPS,
25000,2026-01-27 15:27:39,60.1304598,24.5154954,18.54,18.54,16.1022892,34.6422892,0,0.0180278,0.0545822,1.0481,27,99,14.706,34.6742892,18.572,0.0877268,0.0867144,0,0,0,315.6, -0.6, 2,0,0,1024,1024,1024,446,0,0,0,-88,315.95,68.41,0,60,,,,,,,14.264,18.3,34.6422892,18.54,6,P-GPS,
25200,2026-01-27 15:27:39,60.1304598,24.5154955,18.542,18.542,16.1022892,34.6442892,0,0.0183848,0.0495759,1.05364,27,99,14.706,34.6742892,18.572,0.0877268,0.0867144,0,0,0,310.6, -0.5, 1.7,0,0,1024,1024,1024,444,0,0,0,-88,310.69,68.41,0,60,,,,,,,14.264,18.3,34.6442892,18.542,6,P-GPS,
25400,2026-01-27 15:27:39,60.1304598,24.5154956,18.543,18.543,16.1022892,34.6452892,0,0.0178045,0.0446953,1.05918,27,99,14.706,34.6742892,18.572,0.0877268,0.0867144,0,0,0,303.9, -0.5, 1.6,0,0,1024,1024,1024,458,0,0,0,-86,303.64,68.41,0,60,,,,,,,14.264,18.3,34.6452892,18.543,6,P-GPS,
25600,2026-01-27 15:27:40,60.1304598,24.5154957,18.546,18.546,16.1022892,34.6482892,0,0.00608276,0.0399865,1.06472,27,99,14.706,34.6742892,18.572,0.0877268,0.0867144,0,0,0,292.4, -0.3, 1.4,0,0,1024,1024,1024,487,0,0,0,-81,296.06,68.41,0,60,,,,,,,14.264,18.3,34.6482892,18.546,6,P-GPS,
25800,2026-01-27 15:27:40,60.1304598,24.5154957,18.546,18.546,16.1022892,34.6482892,0,0.00921954,0.0399865,1.06472,27,99,14.706,34.6742892,18.572,0.0877268,0.0867144,0,0,0,285.4, 0.3, 1.3,0,0,1024,1024,1024,526,0,0,0,-75,288.34,68.41,0,60,,,,,,,14.264,18.3,34.6482892,18.546,6,P-GPS,
26000,2026-01-27 15:27:40,60.1304599,24.5154956,18.546,18.546,16.1022892,34.6482892,0,0.0174929,0.051147,1.07714,27,99,14.597,34.6742892,18.572,0.0877268,0.0867144,0,0,0,279.3, 0.8, 1.5,0,0,1024,1024,1024,533,0,0,0,-74,281.56,68.41,0,60,,,,,,,14.166,18.3,34.6482892,18.546,6,P-GPS,
26200,2026-01-27 15:27:40,60.1304599,24.5154956,18.548,18.548,16.1022892,34.6502892,0,0.0162788,0.051147,1.07714,26,99,14.597,34.6742892,18.572,0.0877268,0.0867144,0,0,0,273.8, 1.2, 1.6,0,0,1024,1024,1024,569,0,0,0,-69,275.67,68.41,0,60,,,,,,,14.166,18.3,34.6502892,18.548,6,P-GPS,
26400,2026-01-27 15:27:40,60.1304599,24.5154955,18.549,18.549,16.1022892,34.6512892,0,0.0161245,0.0554627,1.08268,26,99,14.597,34.6742892,18.572,0.0877268,0.0867144,0,0,0,271.1, 1.2, 1.5,0,0,1024,1024,1024,538,0,0,0,-74,269.86,68.41,0,60,,,,,,,14.166,18.3,34.6512892,18.549,6,P-GPS,
26600,2026-01-27 15:27:41,60.1304599,24.5154954,18.55,18.55,16.1022892,34.6522892,0,0.00806226,0.0599797,1.08822,26,99,14.597,34.6742892,18.572,0.0877268,0.0867144,0,0,0,263.9, 1.5, 1.3,0,0,1024,1024,1024,486,0,0,0,-82,265.09,68.41,0,60,,,,,,,14.166,18.3,34.6522892,18.55,6,P-GPS,
26800,2026-01-27 15:27:41,60.1304599,24.5154954,18.55,18.55,16.1022892,34.6522892,0,0.0067082,0.0599797,1.08822,26,99,14.597,34.6742892,18.572,0.0877268,0.0867144,0,0,0,257.8, 1.5, 1.1,0,0,1024,1024,1024,574,0,0,0,-68,258.97,68.41,0,60,,,,,,,14.166,18.3,34.6522892,18.55,6,P-GPS,
27000,2026-01-27 15:27:41,60.1304599,24.5154954,18.55,18.55,16.1022892,34.6522892,0,0.00583095,0.0599797,1.08822,26,99,14.612,34.6742892,18.572,0.0877268,0.0867144,0,0,0,251.2, 1.5, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,251.76,68.41,0,60,,,,,,,13.812,18.3,34.6522892,18.55,6,P-GPS,
27200,2026-01-27 15:27:41,60.1304599,24.5154954,18.55,18.55,16.1022892,34.6522892,0,0.0299666,0.0599797,1.08822,27,99,14.612,34.6742892,18.572,0.0877268,0.0867144,0,0,0,248.7, 1.4, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,249.89,68.41,0,60,,,,,,,13.812,18.3,34.6522892,18.55,6,P-GPS,
27400,2026-01-27 15:27:41,60.1304599,24.5154956,18.548,18.548,16.1022892,34.6502892,0,0.04219,0.051147,1.09929,27,99,14.612,34.6742892,18.572,0.0877268,0.0867144,0,0,0,248.3, 1.5, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,248.72,68.41,0,60,,,,,,,13.812,18.3,34.6502892,18.548,6,P-GPS,
27600,2026-01-27 15:27:42,60.1304598,24.5154957,18.546,18.546,16.1022892,34.6482892,0,0.0318904,0.0399865,1.11172,27,99,14.612,34.6742892,18.572,0.0877268,0.0867144,0,0,0,248.3, 1.3, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,248.44,68.41,0,60,,,,,,,13.812,18.3,34.6482892,18.546,6,P-GPS,
27800,2026-01-27 15:27:42,60.1304598,24.5154958,18.544,18.544,16.1022892,34.6462892,0,0.0268701,0.0355177,1.11725,27,99,14.612,34.6742892,18.572,0.0877268,0.0867144,0,0,0,248.3, 1.2, 1.1,0,0,1024,1024,1024,1024,0,0,0,0,248.37,66.19,0,60,,,,,,,13.812,18.3,34.6462892,18.544,6,P-GPS,
28000,2026-01-27 15:27:42,60.1304599,24.5154958,18.542,18.542,16.1022892,34.6442892,0,0.0228035,0.0433572,1.12838,27,99,14.683,34.6742892,18.572,0.0877268,0.0867144,0,0,0,248.3, 1.1, 1.1,0,0,1024,1024,1024,1024,0,0,0,0,248.36,55.98,0,60,,,,,,,13.488,18.3,34.6442892,18.542,6,P-GPS,
28200,2026-01-27 15:27:42,60.1304599,24.5154958,18.54,18.54,16.1022892,34.6422892,0,0.0180278,0.0433572,1.12838,27,99,14.683,34.6742892,18.572,0.0877268,0.0867144,0,0,0,248.3, 1.1, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,248.36,53.95,0,60,,,,,,,13.488,18.3,34.6422892,18.54,6,P-GPS,
28400,2026-01-27 15:27:42,60.1304599,24.5154957,18.54,18.54,16.1022892,34.6422892,0,0.0192354,0.0470877,1.13391,27,99,14.683,34.6742892,18.572,0.0877268,0.0867144,0,0,0,248.3, 1.3, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,248.36,52.33,0,60,,,,,,,13.488,18.3,34.6422892,18.54,6,P-GPS,
28600,2026-01-27 15:27:43,60.1304599,24.5154956,18.541,18.541,16.1022892,34.6432892,0,0.0251794,0.051147,1.13945,27,99,14.683,34.6742892,18.572,0.0877268,0.0867144,0,0,0,248.3, 1.7, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,248.36,52.33,0,60,,,,,,,13.488,18.3,34.6432892,18.541,6,P-GPS,
28800,2026-01-27 15:27:43,60.1304599,24.5154955,18.542,18.542,16.1022892,34.6442892,0,0.027074,0.0554627,1.14499,27,99,14.683,34.6742892,18.572,0.0877268,0.0867144,0,0,0,248.4, 1.8, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,248.36,52.33,0,60,,,,,,,13.488,18.3,34.6442892,18.542,6,P-GPS,
29000,2026-01-27 15:27:43,60.1304599,24.5154954,18.544,18.544,16.1022892,34.6462892,0,0.0266833,0.0599797,1.15053,27,99,14.784,34.6742892,18.572,0.0877268,0.0867144,0,0,0,248.3, 2.1, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,248.36,47.76,0,60,,,,,,,13.656,18.3,34.6462892,18.544,6,P-GPS,
29200,2026-01-27 15:27:43,60.1304598,24.5154953,18.545,18.545,16.1022892,34.6472892,0,0.0254951,0.0596826,1.16295,27,99,14.784,34.6742892,18.572,0.0877268,0.0867144,0,0,0,248.3, 2, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,248.36,36.68,0,60,,,,,,,13.656,18.3,34.6472892,18.545,6,P-GPS,
